text_chunk
"Purchase Order PO-10001 | Supplier: Orrentek Precision Mfg (ID: SUP-001) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1001 | PO Value: $70,121.14 | Units Ordered: 9013 | Units Delivered On Time: 8598 | Units Rejected: 12 | OTD Rate: 95.4% | Defect Rate: 0.14% | Compliance Score: 88 | Sustainability Score: 77 | Lead Time: 14 days | Certifications: ISO9001;ISO14001;RoHS | Last Audit: 2023-08-12 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11823 | Supplier: Sao Paulo Polymer (ID: SUP-083) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1328 | PO Value: $479,624.60 | Units Ordered: 52706 | Units Delivered On Time: 46855 | Units Rejected: 1486 | OTD Rate: 88.9% | Defect Rate: 2.82% | Compliance Score: 89 | Sustainability Score: 74 | Lead Time: 35 days | Certifications: ISO9001 | Last Audit: 2024-03-15 | Active Disruption: Typhoon season disruption | Quarter: Q2-2024"
"Purchase Order PO-11824 | Supplier: Recife Textiles Sa (ID: SUP-084) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1250 | PO Value: $83,137.89 | Units Ordered: 20427 | Units Delivered On Time: 16790 | Units Rejected: 412 | OTD Rate: 82.2% | Defect Rate: 2.02% | Compliance Score: 80 | Sustainability Score: 54 | Lead Time: 29 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-04-09 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-11825 | Supplier: Minas Gerais Alloys (ID: SUP-085) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1299 | PO Value: $801,777.96 | Units Ordered: 51462 | Units Delivered On Time: 43228 | Units Rejected: 530 | OTD Rate: 84.0% | Defect Rate: 1.03% | Compliance Score: 83 | Sustainability Score: 53 | Lead Time: 40 days | Certifications: ISO9001 | Last Audit: 2023-08-02 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11826 | Supplier: Tecovar Industrial Textiles (ID: SUP-086) | Region: LATAM | Country: Mexico | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1251 | PO Value: $19,793.52 | Units Ordered: 6687 | Units Delivered On Time: 5757 | Units Rejected: 97 | OTD Rate: 86.1% | Defect Rate: 1.46% | Compliance Score: 82 | Sustainability Score: 58 | Lead Time: 36 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-05-24 | Active Disruption: Regulatory audit pending | Quarter: Q1-2023"
"Purchase Order PO-11827 | Supplier: Guadalajara Mold Co (ID: SUP-087) | Region: LATAM | Country: Mexico | Tier: Tier-2 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1301 | PO Value: $246,589.20 | Units Ordered: 37362 | Units Delivered On Time: 31608 | Units Rejected: 437 | OTD Rate: 84.6% | Defect Rate: 1.17% | Compliance Score: 73 | Sustainability Score: 55 | Lead Time: 15 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-07-08 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11828 | Supplier: Monterrey Pack Sa (ID: SUP-088) | Region: LATAM | Country: Mexico | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1394 | PO Value: $72,031.26 | Units Ordered: 26978 | Units Delivered On Time: 22526 | Units Rejected: 318 | OTD Rate: 83.5% | Defect Rate: 1.18% | Compliance Score: 71 | Sustainability Score: 85 | Lead Time: 32 days | Certifications: FSC;ISO9001 | Last Audit: 2023-04-22 | Active Disruption: Port closure risk | Quarter: Q4-2023"
"Purchase Order PO-11829 | Supplier: Yucatan Polymer Mfg (ID: SUP-089) | Region: LATAM | Country: Mexico | Tier: Tier-3 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1329 | PO Value: $1,006,670.16 | Units Ordered: 77976 | Units Delivered On Time: 56454 | Units Rejected: 2861 | OTD Rate: 72.4% | Defect Rate: 3.67% | Compliance Score: 68 | Sustainability Score: 49 | Lead Time: 43 days | Certifications: ISO9001 | Last Audit: 2024-01-28 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11830 | Supplier: Plataforma Metales Sa (ID: SUP-090) | Region: LATAM | Country: Argentina | Tier: Tier-3 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1330 | PO Value: $211,273.79 | Units Ordered: 25363 | Units Delivered On Time: 20138 | Units Rejected: 778 | OTD Rate: 79.4% | Defect Rate: 3.07% | Compliance Score: 52 | Sustainability Score: 56 | Lead Time: 19 days | Certifications: ISO9001 | Last Audit: 2024-02-03 | Active Disruption: Seasonal flood risk | Quarter: Q1-2023"
"Purchase Order PO-11831 | Supplier: Patagonia Alloys Srl (ID: SUP-091) | Region: LATAM | Country: Argentina | Tier: Tier-3 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1300 | PO Value: $865,967.97 | Units Ordered: 49119 | Units Delivered On Time: 30895 | Units Rejected: 1154 | OTD Rate: 62.9% | Defect Rate: 2.35% | Compliance Score: 74 | Sustainability Score: 31 | Lead Time: 33 days | Certifications: ISO9001 | Last Audit: 2023-08-20 | Active Disruption: Regulatory audit pending | Quarter: Q2-2023"
"Purchase Order PO-11832 | Supplier: Buenos Aires Pack (ID: SUP-092) | Region: LATAM | Country: Argentina | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1395 | PO Value: $124,387.63 | Units Ordered: 39239 | Units Delivered On Time: 26015 | Units Rejected: 1730 | OTD Rate: 66.3% | Defect Rate: 4.41% | Compliance Score: 56 | Sustainability Score: 60 | Lead Time: 44 days | Certifications: ISO9001 | Last Audit: 2023-02-16 | Active Disruption: Typhoon season disruption | Quarter: Q2-2023"
"Purchase Order PO-11833 | Supplier: Andino Fiber Corp (ID: SUP-093) | Region: LATAM | Country: Colombia | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1252 | PO Value: $47,302.50 | Units Ordered: 13250 | Units Delivered On Time: 12190 | Units Rejected: 255 | OTD Rate: 92.0% | Defect Rate: 1.93% | Compliance Score: 89 | Sustainability Score: 64 | Lead Time: 13 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-04-04 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11834 | Supplier: Bogota Pack Ltda (ID: SUP-094) | Region: LATAM | Country: Colombia | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1396 | PO Value: $113,571.12 | Units Ordered: 42536 | Units Delivered On Time: 26712 | Units Rejected: 523 | OTD Rate: 62.8% | Defect Rate: 1.23% | Compliance Score: 59 | Sustainability Score: 35 | Lead Time: 21 days | Certifications: FSC;ISO9001 | Last Audit: 2023-05-02 | Active Disruption: Labour strike risk | Quarter: Q3-2024"
"Purchase Order PO-11835 | Supplier: Cerromax Mineria (ID: SUP-095) | Region: LATAM | Country: Peru | Tier: Tier-3 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1331 | PO Value: $296,338.90 | Units Ordered: 32890 | Units Delivered On Time: 23319 | Units Rejected: 986 | OTD Rate: 70.9% | Defect Rate: 3.0% | Compliance Score: 51 | Sustainability Score: 34 | Lead Time: 20 days | Certifications: ISO9001 | Last Audit: 2024-07-20 | Active Disruption: Political instability flag | Quarter: Q2-2024"
"Purchase Order PO-11836 | Supplier: Lima Polymer Sa (ID: SUP-096) | Region: LATAM | Country: Peru | Tier: Tier-3 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1332 | PO Value: $1,097,643.92 | Units Ordered: 73816 | Units Delivered On Time: 49530 | Units Rejected: 1262 | OTD Rate: 67.1% | Defect Rate: 1.71% | Compliance Score: 51 | Sustainability Score: 43 | Lead Time: 22 days | Certifications: ISO9001 | Last Audit: 2024-08-28 | Active Disruption: Geopolitical tension flag | Quarter: Q4-2024"
"Purchase Order PO-11837 | Supplier: Amapola Fibras (ID: SUP-097) | Region: LATAM | Country: Chile | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1253 | PO Value: $150,867.36 | Units Ordered: 26608 | Units Delivered On Time: 21206 | Units Rejected: 792 | OTD Rate: 79.7% | Defect Rate: 2.98% | Compliance Score: 79 | Sustainability Score: 51 | Lead Time: 37 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-04-11 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11838 | Supplier: Cobre Del Sur Sa (ID: SUP-098) | Region: LATAM | Country: Chile | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1301 | PO Value: $135,871.32 | Units Ordered: 4511 | Units Delivered On Time: 3965 | Units Rejected: 57 | OTD Rate: 87.9% | Defect Rate: 1.27% | Compliance Score: 67 | Sustainability Score: 56 | Lead Time: 26 days | Certifications: ISO9001 | Last Audit: 2023-04-05 | Active Disruption: Regulatory audit pending | Quarter: Q2-2023"
"Purchase Order PO-11839 | Supplier: Santiago Pack Corp (ID: SUP-099) | Region: LATAM | Country: Chile | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1397 | PO Value: $57,975.78 | Units Ordered: 51306 | Units Delivered On Time: 41044 | Units Rejected: 1410 | OTD Rate: 80.0% | Defect Rate: 2.75% | Compliance Score: 81 | Sustainability Score: 67 | Lead Time: 41 days | Certifications: FSC;ISO9001 | Last Audit: 2024-01-13 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11840 | Supplier: Orinoco Pack Sapi (ID: SUP-100) | Region: LATAM | Country: Venezuela | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1398 | PO Value: $68,456.44 | Units Ordered: 72826 | Units Delivered On Time: 53381 | Units Rejected: 1580 | OTD Rate: 73.3% | Defect Rate: 2.17% | Compliance Score: 63 | Sustainability Score: 42 | Lead Time: 33 days | Certifications: ISO9001 | Last Audit: 2023-05-06 | Active Disruption: Typhoon season disruption | Quarter: Q2-2023"
"Purchase Order PO-11841 | Supplier: Quetzal Textiles (ID: SUP-101) | Region: LATAM | Country: Guatemala | Tier: Tier-3 | Risk Level: High | Product Category: Industrial Textiles | SKU: SKU-IT-1254 | PO Value: $135,329.67 | Units Ordered: 30687 | Units Delivered On Time: 24887 | Units Rejected: 1380 | OTD Rate: 81.1% | Defect Rate: 4.5% | Compliance Score: 55 | Sustainability Score: 45 | Lead Time: 25 days | Certifications: ISO9001 | Last Audit: 2023-12-06 | Active Disruption: Political instability flag | Quarter: Q2-2024"
"Purchase Order PO-11842 | Supplier: Crestline Chemical Supply (ID: SUP-102) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1333 | PO Value: $126,094.67 | Units Ordered: 14477 | Units Delivered On Time: 12826 | Units Rejected: 160 | OTD Rate: 88.6% | Defect Rate: 1.11% | Compliance Score: 93 | Sustainability Score: 91 | Lead Time: 12 days | Certifications: ISO9001;ISO14001;OSHA | Last Audit: 2024-05-23 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11843 | Supplier: Fenwick Alloy Solutions (ID: SUP-103) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1302 | PO Value: $397,234.64 | Units Ordered: 12914 | Units Delivered On Time: 12462 | Units Rejected: 209 | OTD Rate: 96.5% | Defect Rate: 1.62% | Compliance Score: 80 | Sustainability Score: 74 | Lead Time: 26 days | Certifications: ISO9001;NADCAP;AS9100 | Last Audit: 2024-06-22 | Active Disruption: Tariff adjustment pending | Quarter: Q1-2024"
"Purchase Order PO-11844 | Supplier: Ridgecroft Textiles (ID: SUP-104) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1255 | PO Value: $8,771.50 | Units Ordered: 2650 | Units Delivered On Time: 2610 | Units Rejected: 18 | OTD Rate: 98.5% | Defect Rate: 0.71% | Compliance Score: 92 | Sustainability Score: 89 | Lead Time: 22 days | Certifications: OEKO-TEX;ISO9001;OSHA | Last Audit: 2024-04-07 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-11845 | Supplier: Lakeshore Components (ID: SUP-105) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1302 | PO Value: $62,672.19 | Units Ordered: 10291 | Units Delivered On Time: 9467 | Units Rejected: 126 | OTD Rate: 92.0% | Defect Rate: 1.23% | Compliance Score: 92 | Sustainability Score: 76 | Lead Time: 40 days | Certifications: ISO9001;IATF16949;OSHA | Last Audit: 2023-06-09 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-11846 | Supplier: Bluemesa Polymers (ID: SUP-106) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1334 | PO Value: $42,002.13 | Units Ordered: 8031 | Units Delivered On Time: 7428 | Units Rejected: 26 | OTD Rate: 92.5% | Defect Rate: 0.33% | Compliance Score: 91 | Sustainability Score: 82 | Lead Time: 24 days | Certifications: ISO9001;ISO14001;OSHA | Last Audit: 2023-04-24 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11847 | Supplier: Cascade Pack Corp (ID: SUP-107) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1399 | PO Value: $1,858.52 | Units Ordered: 1916 | Units Delivered On Time: 1870 | Units Rejected: 2 | OTD Rate: 97.6% | Defect Rate: 0.11% | Compliance Score: 92 | Sustainability Score: 86 | Lead Time: 34 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2023-01-04 | Active Disruption: Tariff adjustment pending | Quarter: Q2-2023"
"Purchase Order PO-11848 | Supplier: Appalachian Alloys (ID: SUP-108) | Region: AMER | Country: USA | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1303 | PO Value: $683,985.92 | Units Ordered: 26368 | Units Delivered On Time: 24917 | Units Rejected: 830 | OTD Rate: 94.5% | Defect Rate: 3.15% | Compliance Score: 80 | Sustainability Score: 74 | Lead Time: 13 days | Certifications: ISO9001;NADCAP | Last Audit: 2024-02-22 | Active Disruption: Seasonal flood risk | Quarter: Q1-2023"
"Purchase Order PO-11849 | Supplier: Gulf Coast Mech (ID: SUP-109) | Region: AMER | Country: USA | Tier: Tier-2 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1303 | PO Value: $55,904.93 | Units Ordered: 16589 | Units Delivered On Time: 13420 | Units Rejected: 298 | OTD Rate: 80.9% | Defect Rate: 1.8% | Compliance Score: 70 | Sustainability Score: 55 | Lead Time: 37 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-01-14 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11850 | Supplier: Texarkana Fiber Inc (ID: SUP-110) | Region: AMER | Country: USA | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1256 | PO Value: $65,798.97 | Units Ordered: 41383 | Units Delivered On Time: 36044 | Units Rejected: 711 | OTD Rate: 87.1% | Defect Rate: 1.72% | Compliance Score: 71 | Sustainability Score: 81 | Lead Time: 31 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2024-09-11 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11851 | Supplier: Ohio Valley Electronics (ID: SUP-111) | Region: AMER | Country: USA | Tier: Tier-2 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1256 | PO Value: $172,702.62 | Units Ordered: 20511 | Units Delivered On Time: 18788 | Units Rejected: 213 | OTD Rate: 91.6% | Defect Rate: 1.04% | Compliance Score: 92 | Sustainability Score: 54 | Lead Time: 41 days | Certifications: ISO9001;RoHS | Last Audit: 2024-03-29 | Active Disruption: Regulatory audit pending | Quarter: Q4-2023"
"Purchase Order PO-11852 | Supplier: Maplewood Polymer Corp (ID: SUP-112) | Region: nan | Country: Canada | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1335 | PO Value: $104,890.95 | Units Ordered: 13095 | Units Delivered On Time: 12924 | Units Rejected: 49 | OTD Rate: 98.7% | Defect Rate: 0.38% | Compliance Score: 96 | Sustainability Score: 88 | Lead Time: 8 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-02-11 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11853 | Supplier: Pinnacle Resin Co (ID: SUP-113) | Region: nan | Country: Canada | Tier: Tier-2 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1336 | PO Value: $78,833.79 | Units Ordered: 10017 | Units Delivered On Time: 8834 | Units Rejected: 170 | OTD Rate: 88.2% | Defect Rate: 1.7% | Compliance Score: 74 | Sustainability Score: 49 | Lead Time: 29 days | Certifications: ISO9001;REACH | Last Audit: 2023-12-04 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11854 | Supplier: Rockies Pack Inc (ID: SUP-114) | Region: nan | Country: Canada | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1400 | PO Value: $14,179.68 | Units Ordered: 9847 | Units Delivered On Time: 8084 | Units Rejected: 61 | OTD Rate: 82.1% | Defect Rate: 0.62% | Compliance Score: 77 | Sustainability Score: 56 | Lead Time: 28 days | Certifications: FSC;ISO9001 | Last Audit: 2023-05-12 | Active Disruption: Port closure risk | Quarter: Q4-2024"
"Purchase Order PO-11855 | Supplier: Caribou Alloy Works (ID: SUP-115) | Region: nan | Country: Canada | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1304 | PO Value: $653,560.62 | Units Ordered: 31391 | Units Delivered On Time: 27435 | Units Rejected: 279 | OTD Rate: 87.4% | Defect Rate: 0.89% | Compliance Score: 87 | Sustainability Score: 80 | Lead Time: 41 days | Certifications: ISO9001;NADCAP | Last Audit: 2023-08-21 | Active Disruption: Tariff adjustment pending | Quarter: Q1-2023"
"Purchase Order PO-11856 | Supplier: Prairie Mech Corp (ID: SUP-116) | Region: nan | Country: Canada | Tier: Tier-2 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1304 | PO Value: $306,504.60 | Units Ordered: 37470 | Units Delivered On Time: 32186 | Units Rejected: 764 | OTD Rate: 85.9% | Defect Rate: 2.04% | Compliance Score: 70 | Sustainability Score: 57 | Lead Time: 38 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-12-06 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11857 | Supplier: Orrentek Precision Mfg (ID: SUP-001) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1257 | PO Value: $13,241.36 | Units Ordered: 1804 | Units Delivered On Time: 1702 | Units Rejected: 31 | OTD Rate: 94.4% | Defect Rate: 1.73% | Compliance Score: 95 | Sustainability Score: 95 | Lead Time: 27 days | Certifications: ISO9001;ISO14001;RoHS | Last Audit: 2024-03-16 | Active Disruption: No active disruption | Quarter: Q3-2024"
"Purchase Order PO-11858 | Supplier: Zhenlong Electroco (ID: SUP-002) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: High | Product Category: Electronic Components | SKU: SKU-EC-1258 | PO Value: $148,202.37 | Units Ordered: 47349 | Units Delivered On Time: 41477 | Units Rejected: 255 | OTD Rate: 87.6% | Defect Rate: 0.54% | Compliance Score: 76 | Sustainability Score: 70 | Lead Time: 28 days | Certifications: ISO9001;RoHS | Last Audit: 2024-04-15 | Active Disruption: Labour strike risk | Quarter: Q2-2024"
"Purchase Order PO-11859 | Supplier: Wanlong Composites Ltd (ID: SUP-003) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1337 | PO Value: $152,684.84 | Units Ordered: 15596 | Units Delivered On Time: 12804 | Units Rejected: 260 | OTD Rate: 82.1% | Defect Rate: 1.67% | Compliance Score: 75 | Sustainability Score: 71 | Lead Time: 13 days | Certifications: ISO9001 | Last Audit: 2024-07-27 | Active Disruption: No active disruption | Quarter: Q3-2024"
"Purchase Order PO-11860 | Supplier: Yangtze Fiber Materials (ID: SUP-004) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1257 | PO Value: $22,636.90 | Units Ordered: 7915 | Units Delivered On Time: 6268 | Units Rejected: 162 | OTD Rate: 79.2% | Defect Rate: 2.05% | Compliance Score: 84 | Sustainability Score: 51 | Lead Time: 19 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2024-09-19 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11861 | Supplier: Huabei Circuit Systems (ID: SUP-005) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1259 | PO Value: $35,767.80 | Units Ordered: 3846 | Units Delivered On Time: 3761 | Units Rejected: 23 | OTD Rate: 97.8% | Defect Rate: 0.6% | Compliance Score: 89 | Sustainability Score: 84 | Lead Time: 39 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2023-05-25 | Active Disruption: Seasonal flood risk | Quarter: Q3-2023"
"Purchase Order PO-11862 | Supplier: Dongfeng Castings Co (ID: SUP-006) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1305 | PO Value: $133,885.88 | Units Ordered: 33388 | Units Delivered On Time: 31151 | Units Rejected: 297 | OTD Rate: 93.3% | Defect Rate: 0.89% | Compliance Score: 76 | Sustainability Score: 80 | Lead Time: 13 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-09-10 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-11863 | Supplier: Longhua Polymer Works (ID: SUP-007) | Region: APAC | Country: China | Tier: Tier-3 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1338 | PO Value: $1,258,492.80 | Units Ordered: 74688 | Units Delivered On Time: 63783 | Units Rejected: 1874 | OTD Rate: 85.4% | Defect Rate: 2.51% | Compliance Score: 53 | Sustainability Score: 50 | Lead Time: 38 days | Certifications: ISO9001 | Last Audit: 2024-05-25 | Active Disruption: Labour strike risk | Quarter: Q3-2023"
"Purchase Order PO-11864 | Supplier: Shengda Pack Industries (ID: SUP-008) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1401 | PO Value: $44,341.08 | Units Ordered: 15082 | Units Delivered On Time: 13211 | Units Rejected: 220 | OTD Rate: 87.6% | Defect Rate: 1.46% | Compliance Score: 72 | Sustainability Score: 65 | Lead Time: 26 days | Certifications: FSC;ISO9001 | Last Audit: 2024-09-06 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-11865 | Supplier: Tianhe Alloy Group (ID: SUP-009) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1305 | PO Value: $341,656.20 | Units Ordered: 20820 | Units Delivered On Time: 17259 | Units Rejected: 189 | OTD Rate: 82.9% | Defect Rate: 0.91% | Compliance Score: 74 | Sustainability Score: 53 | Lead Time: 29 days | Certifications: ISO9001 | Last Audit: 2024-02-06 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11866 | Supplier: Bohai Electronics (ID: SUP-010) | Region: APAC | Country: China | Tier: Tier-3 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1260 | PO Value: $392,735.70 | Units Ordered: 40698 | Units Delivered On Time: 26453 | Units Rejected: 1672 | OTD Rate: 65.0% | Defect Rate: 4.11% | Compliance Score: 69 | Sustainability Score: 35 | Lead Time: 24 days | Certifications: ISO9001;RoHS | Last Audit: 2023-03-31 | Active Disruption: Regulatory audit pending | Quarter: Q1-2023"
"Purchase Order PO-11867 | Supplier: Dravex Components India (ID: SUP-011) | Region: APAC | Country: India | Tier: Tier-3 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1306 | PO Value: $113,453.68 | Units Ordered: 38854 | Units Delivered On Time: 27586 | Units Rejected: 1161 | OTD Rate: 71.0% | Defect Rate: 2.99% | Compliance Score: 74 | Sustainability Score: 41 | Lead Time: 40 days | Certifications: ISO9001 | Last Audit: 2023-08-15 | Active Disruption: Political instability flag | Quarter: Q1-2023"
"Purchase Order PO-11868 | Supplier: Bharat Precision Works (ID: SUP-012) | Region: APAC | Country: India | Tier: Tier-2 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1307 | PO Value: $35,989.76 | Units Ordered: 14512 | Units Delivered On Time: 13757 | Units Rejected: 390 | OTD Rate: 94.8% | Defect Rate: 2.69% | Compliance Score: 91 | Sustainability Score: 50 | Lead Time: 15 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-02-16 | Active Disruption: Audit overdue; compliance review | Quarter: Q3-2023"
"Purchase Order PO-11869 | Supplier: Indotech Fab Ltd (ID: SUP-013) | Region: APAC | Country: India | Tier: Tier-2 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1261 | PO Value: $158,030.91 | Units Ordered: 29761 | Units Delivered On Time: 25326 | Units Rejected: 678 | OTD Rate: 85.1% | Defect Rate: 2.28% | Compliance Score: 68 | Sustainability Score: 54 | Lead Time: 32 days | Certifications: ISO9001;RoHS | Last Audit: 2023-03-05 | Active Disruption: Seasonal flood risk | Quarter: Q2-2023"
"Purchase Order PO-11870 | Supplier: Deccan Polymer Mfg (ID: SUP-014) | Region: APAC | Country: India | Tier: Tier-3 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1339 | PO Value: $513,518.01 | Units Ordered: 32729 | Units Delivered On Time: 19670 | Units Rejected: 1089 | OTD Rate: 60.1% | Defect Rate: 3.33% | Compliance Score: 55 | Sustainability Score: 51 | Lead Time: 42 days | Certifications: ISO9001 | Last Audit: 2024-05-19 | Active Disruption: Geopolitical tension flag | Quarter: Q1-2024"
"Purchase Order PO-11871 | Supplier: Narmada Pack Solutions (ID: SUP-015) | Region: APAC | Country: India | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1402 | PO Value: $126,552.93 | Units Ordered: 35449 | Units Delivered On Time: 28040 | Units Rejected: 875 | OTD Rate: 79.1% | Defect Rate: 2.47% | Compliance Score: 78 | Sustainability Score: 86 | Lead Time: 35 days | Certifications: FSC;ISO9001 | Last Audit: 2023-12-19 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11872 | Supplier: Konkan Textile Mills (ID: SUP-016) | Region: APAC | Country: India | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1258 | PO Value: $224,153.15 | Units Ordered: 42055 | Units Delivered On Time: 38017 | Units Rejected: 1320 | OTD Rate: 90.4% | Defect Rate: 3.14% | Compliance Score: 71 | Sustainability Score: 62 | Lead Time: 24 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-10-24 | Active Disruption: No active disruption | Quarter: Q2-2024"
